State, FIPS,Cases_Per100000,Cases_Per100000_LCI,Cases_Per100000_UCI,Average Annual Count,Recent Trend,Trend_in_5_year,Trend_LCI,Trend_UCI,Counties,SEER,NPCR
Rhode Island,44005.0,481.6,463.2,500.5,565.0,stable,-2.6,-7.1,2.2,Newport County,6.0,10.0
Mississippi,28123.0,481.5,447.1,517.9,151.0,stable,-0.8,-10.2,9.4,Scott County,6.0,10.0
New Mexico,35021.0,481.5,274.7,797.1,6.0,stable,-25.6,-61.8,44.9,Harding County,7.0,8.0
Vermont,50013.0,481.4,414.2,557.1,45.0,stable,-4.5,-11.3,2.8,Grand Isle County,6.0,10.0
Alabama,1011.0,481.3,427.3,540.6,60.0,stable,4.3,-7.7,17.9,Bullock County,6.0,10.0
Alaska,2180.0,481.3,403.8,568.5,34.0,stable,-4.5,-25.1,21.6,Nome Census Area,6.0,10.0
Massachusetts,25019.0,481.3,426.7,541.3,59.0,falling,-2.0,-3.8,-0.1,Nantucket County,7.0,8.0
Arkansas,5023.0,481.3,450.4,514.1,205.0,stable,4.7,-5.1,15.5,Cleburne County,6.0,10.0
Indiana,18165.0,481.3,439.2,526.7,103.0,stable,-0.3,-8.6,8.9,Vermillion County,6.0,10.0
Wisconsin,55057.0,481.2,449.2,515.1,179.0,stable,1.0,-6.0,8.4,Juneau County,6.0,10.0
New York,36087.0,481.2,471.0,491.5,1768.0,falling,-1.8,-2.6,-1.1,Rockland County,7.0,8.0
Maine,23003.0,481.2,461.7,501.4,511.0,stable,0.2,-2.3,2.8,Aroostook County,6.0,10.0
Tennessee,47101.0,481.1,432.4,534.2,78.0,stable,-2.1,-13.4,10.7,Lewis County,6.0,10.0
North Carolina,37039.0,481.0,450.9,512.9,229.0,stable,-1.8,-8.1,4.9,Cherokee County,6.0,10.0
Nebraska,31133.0,481.0,386.4,595.1,22.0,stable,-12.0,-36.2,21.3,Pawnee County,6.0,10.0
North Carolina,37043.0,481.0,433.3,533.5,91.0,stable,0.3,-8.9,10.3,Clay County,6.0,10.0
Georgia,13219.0,481.0,449.5,514.1,186.0,stable,0.2,-0.8,1.2,Oconee County,7.0,8.0
North Carolina,37081.0,481.0,472.8,489.2,2744.0,stable,1.4,-1.4,4.2,Guilford County,6.0,10.0
Louisiana,22051.0,481.0,472.4,489.6,2538.0,stable,-0.1,-0.4,0.3,Jefferson Parish,7.0,8.0
North Dakota,38017.0,480.9,465.0,497.2,736.0,stable,0.2,-4.0,4.7,Cass County,6.0,10.0
Mississippi,28077.0,480.9,432.9,533.2,78.0,stable,2.2,-5.2,10.1,Lawrence County,6.0,10.0
Illinois,17139.0,480.9,435.8,529.6,90.0,stable,0.5,-11.1,13.6,Moultrie County,6.0,10.0
Arkansas,5125.0,480.9,464.5,497.8,673.0,stable,-2.7,-8.9,3.9,Saline County,6.0,10.0
North Carolina,37027.0,480.9,462.2,500.2,529.0,stable,-2.1,-5.2,1.1,Caldwell County,6.0,10.0
Tennessee,47097.0,480.8,446.1,517.7,148.0,stable,-1.2,-9.1,7.4,Lauderdale County,6.0,10.0
Georgia,13015.0,480.8,461.9,500.3,517.0,falling,-0.9,-1.4,-0.3,Bartow County,7.0,8.0
Texas,48027.0,480.8,469.1,492.6,1347.0,stable,0.3,-5.0,5.9,Bell County,6.0,10.0
North Carolina,37097.0,480.8,466.8,495.1,932.0,stable,-0.1,-2.3,2.1,Iredell County,6.0,10.0
Nebraska,31127.0,480.7,416.9,552.1,45.0,stable,-5.5,-12.3,1.9,Nemaha County,6.0,10.0
Pennsylvania,42013.0,480.7,465.7,496.2,836.0,stable,0.9,-2.8,4.7,Blair County,6.0,10.0
Oklahoma,40099.0,480.7,436.0,529.1,90.0,stable,-5.1,-16.7,8.2,Murray County,6.0,10.0
Pennsylvania,42117.0,480.7,455.1,507.4,286.0,stable,0.3,-5.1,6.1,Tioga County,6.0,10.0
West Virginia,54103.0,480.7,440.2,524.2,114.0,stable,-2.0,-6.0,2.1,Wetzel County,6.0,10.0
Florida,12093.0,480.6,454.0,508.5,255.0,stable,-1.9,-8.5,5.1,Okeechobee County,6.0,10.0
Georgia,13221.0,480.6,436.4,528.4,91.0,stable,0.2,-0.5,1.0,Oglethorpe County,7.0,8.0
Oklahoma,40143.0,480.4,472.9,488.1,3210.0,stable,1.8,-0.2,3.8,Tulsa County,6.0,10.0
Pennsylvania,42065.0,480.3,455.6,506.2,303.0,stable,-0.8,-5.8,4.5,Jefferson County,6.0,10.0
Georgia,13123.0,480.3,449.8,512.5,211.0,stable,1.1,-0.2,2.4,Gilmer County,7.0,8.0
Georgia,13079.0,480.3,431.7,533.3,79.0,stable,0.5,-0.7,1.7,Crawford County,7.0,8.0
Florida,12035.0,480.2,464.7,496.3,874.0,stable,-2.0,-9.2,5.8,Flagler County,6.0,10.0
Alabama,1113.0,480.2,455.7,505.7,300.0,stable,-4.0,-7.8,0.0,Russell County,6.0,10.0
Virginia,51193.0,480.2,442.2,521.0,135.0,stable,-2.2,-10.4,6.9,Westmoreland County,6.0,10.0
Arkansas,5089.0,480.2,441.1,522.3,140.0,falling,-5.2,-9.8,-0.5,Marion County,6.0,10.0
Missouri,29111.0,480.1,425.8,539.8,61.0,stable,-6.1,-18.5,8.0,Lewis County,6.0,10.0
Indiana,18019.0,480.1,463.0,497.5,631.0,stable,-4.9,-9.9,0.3,Clark County,6.0,10.0
Iowa,19113.0,480.0,467.6,492.7,1178.0,stable,1.7,-0.9,4.5,Linn County,7.0,8.0
Tennessee,47079.0,480.0,451.6,509.8,234.0,stable,-1.4,-10.8,9.0,Henry County,6.0,10.0
Iowa,19019.0,479.9,441.9,520.5,124.0,stable,-0.3,-0.9,0.2,Buchanan County,7.0,8.0
Georgia,13275.0,479.9,454.1,506.8,272.0,falling,-1.1,-2.1,-0.2,Thomas County,7.0,8.0
California,6103.0,479.9,458.4,502.1,400.0,falling,-0.7,-1.2,-0.3,Tehama County,7.0,8.0
Florida,12109.0,479.8,468.3,491.7,1391.0,stable,1.0,-5.7,8.1,St. Johns County,6.0,10.0
Pennsylvania,42011.0,479.8,471.1,488.7,2431.0,stable,-0.1,-3.7,3.5,Berks County,6.0,10.0
New Jersey,34019.0,479.8,464.2,496.0,784.0,stable,-0.5,-0.9,0.0,Hunterdon County,7.0,8.0
Wisconsin,55031.0,479.8,453.6,507.2,267.0,stable,-0.7,-6.3,5.2,Douglas County,6.0,10.0
Louisiana,22127.0,479.7,435.3,527.7,90.0,stable,-1.0,-2.5,0.5,Winn Parish,7.0,8.0
Pennsylvania,42021.0,479.7,465.5,494.3,958.0,stable,0.0,-2.5,2.6,Cambria County,6.0,10.0
Wisconsin,55039.0,479.7,462.5,497.4,624.0,stable,2.1,-1.9,6.2,Fond du Lac County,6.0,10.0
Georgia,13201.0,479.7,412.8,555.2,40.0,stable,0.3,-1.5,2.2,Miller County,7.0,8.0
Virginia,51081.0,479.7,429.6,534.4,70.0,rising,12.8,8.6,17.3,Greensville County,6.0,10.0
Mississippi,28107.0,479.6,448.7,512.1,188.0,stable,2.0,-3.3,7.6,Panola County,6.0,10.0
Texas,48181.0,479.5,463.9,495.5,754.0,stable,-1.1,-6.8,4.8,Grayson County,6.0,10.0
Kentucky,21221.0,479.5,436.6,525.9,102.0,stable,-0.7,-1.8,0.5,Trigg County,7.0,8.0
Louisiana,22079.0,479.4,463.8,495.5,735.0,stable,-0.3,-0.9,0.2,Rapides Parish,7.0,8.0
New York,36089.0,479.4,462.6,496.7,644.0,falling,-1.0,-1.5,-0.5,St. Lawrence County,7.0,8.0
Nebraska,31111.0,479.4,450.6,509.6,221.0,stable,-2.4,-7.5,3.0,Lincoln County,6.0,10.0
Indiana,18067.0,479.3,460.4,498.9,513.0,rising,4.2,1.0,7.5,Howard County,6.0,10.0
Georgia,13311.0,479.3,448.4,512.1,195.0,stable,-0.6,-1.7,0.6,White County,7.0,8.0
Mississippi,28139.0,479.3,441.8,519.2,126.0,stable,2.7,-9.5,16.6,Tippah County,6.0,10.0
Michigan,26155.0,479.2,458.3,500.8,422.0,stable,1.7,-7.4,11.7,Shiawassee County,6.0,10.0
Iowa,19041.0,479.1,438.3,523.0,112.0,stable,0.0,-0.5,0.4,Clay County,7.0,8.0
Louisiana,22017.0,479.1,467.7,490.7,1418.0,falling,-0.7,-1.1,-0.2,Caddo Parish,7.0,8.0
Michigan,26049.0,479.0,470.3,487.8,2418.0,stable,-1.9,-6.1,2.6,Genesee County,6.0,10.0
Indiana,18095.0,479.0,463.7,494.6,781.0,stable,1.0,-0.3,2.4,Madison County,6.0,10.0
Virginia,51057.0,479.0,429.9,532.6,76.0,stable,0.0,-16.6,19.9,Essex County,6.0,10.0
Indiana,18031.0,478.8,444.7,515.0,152.0,stable,1.9,-1.5,5.4,Decatur County,6.0,10.0
Alabama,1055.0,478.7,461.9,496.1,640.0,stable,0.8,-2.7,4.5,Etowah County,6.0,10.0
Wisconsin,55133.0,478.7,470.0,487.6,2452.0,stable,0.2,-0.9,1.4,Waukesha County,6.0,10.0
Missouri,29163.0,478.7,439.2,521.1,112.0,stable,-2.0,-5.7,1.8,Pike County,6.0,10.0
Virginia,51037.0,478.7,432.4,529.1,85.0,stable,-0.8,-16.2,17.5,Charlotte County,6.0,10.0
New York,36119.0,478.6,473.0,484.4,5687.0,falling,-0.7,-0.9,-0.4,Westchester County,7.0,8.0
Pennsylvania,42089.0,478.6,464.9,492.6,997.0,stable,1.4,-2.8,5.8,Monroe County,6.0,10.0
Wisconsin,55131.0,478.5,463.4,494.0,801.0,rising,1.7,0.7,2.6,Washington County,6.0,10.0
West Virginia,54055.0,478.4,457.1,500.6,414.0,stable,-0.7,-5.2,3.9,Mercer County,6.0,10.0
Alabama,1007.0,478.3,441.2,517.8,128.0,stable,-0.9,-11.6,11.1,Bibb County,6.0,10.0
Illinois,17145.0,478.2,441.7,517.2,132.0,stable,2.6,-13.2,21.2,Perry County,6.0,10.0
South Carolina,45077.0,478.2,461.7,495.2,664.0,stable,-1.8,-5.9,2.4,Pickens County,6.0,10.0
Ohio,39141.0,478.2,458.3,498.8,453.0,stable,0.9,-7.6,10.2,Ross County,6.0,10.0
Georgia,13251.0,478.2,432.4,527.8,86.0,stable,0.4,-0.7,1.6,Screven County,7.0,8.0
Georgia,13009.0,478.2,451.0,506.6,245.0,stable,-0.2,-1.2,0.9,Baldwin County,7.0,8.0
Oregon,41069.0,478.2,353.8,645.1,13.0,stable,-6.5,-28.1,21.6,Wheeler County,6.0,10.0
Iowa,19151.0,478.1,418.5,544.9,53.0,stable,0.0,-0.6,0.6,Pocahontas County,7.0,8.0
Missouri,29169.0,478.1,446.6,511.1,179.0,stable,0.0,-4.3,4.6,Pulaski County,6.0,10.0
Nebraska,31101.0,478.0,422.0,540.3,62.0,stable,1.0,-23.3,32.9,Keith County,6.0,10.0
Missouri,29115.0,477.9,431.8,528.0,85.0,falling,-8.0,-12.8,-3.0,Linn County,6.0,10.0
Virginia,51015.0,477.9,458.6,497.9,494.0,stable,-1.6,-7.7,4.9,Augusta County,6.0,10.0
West Virginia,54081.0,477.8,458.6,497.7,502.0,stable,1.0,-4.1,6.4,Raleigh County,6.0,10.0
Florida,12057.0,477.8,472.6,483.0,6804.0,falling,-2.5,-3.2,-1.9,Hillsborough County,6.0,10.0
Tennessee,47031.0,477.7,454.1,502.3,320.0,stable,-1.8,-5.0,1.6,Coffee County,6.0,10.0
Georgia,13129.0,477.7,453.1,503.3,294.0,stable,-0.2,-0.7,0.4,Gordon County,7.0,8.0
Pennsylvania,42069.0,477.6,466.0,489.6,1368.0,stable,-1.2,-7.3,5.2,Lackawanna County,6.0,10.0
Georgia,13075.0,477.6,434.5,523.9,93.0,stable,0.4,-0.7,1.5,Cook County,7.0,8.0
West Virginia,54073.0,477.6,417.8,544.2,48.0,stable,8.7,-1.4,19.9,Pleasants County,6.0,10.0
New York,36101.0,477.6,460.4,495.3,623.0,falling,-1.0,-1.5,-0.5,Steuben County,7.0,8.0
Illinois,17131.0,477.6,436.6,521.7,109.0,stable,-2.6,-11.5,7.2,Mercer County,6.0,10.0
Montana,30085.0,477.4,418.8,541.8,52.0,falling,-9.3,-13.6,-4.7,Roosevelt County,6.0,10.0
Mississippi,28117.0,477.4,443.1,513.8,150.0,stable,1.6,-5.1,8.9,Prentiss County,6.0,10.0
Mississippi,28135.0,477.3,430.4,528.1,78.0,stable,4.5,0.0,9.2,Tallahatchie County,6.0,10.0
Texas,48331.0,477.2,443.3,513.2,158.0,stable,-1.4,-6.7,4.3,Milam County,6.0,10.0
Virginia,51740.0,477.2,458.3,496.6,506.0,stable,0.9,-7.9,10.5,Portsmouth City,6.0,10.0
Missouri,29011.0,477.1,428.6,530.0,77.0,stable,0.9,-8.2,11.0,Barton County,6.0,10.0
Connecticut,9009.0,477.1,471.1,483.2,5053.0,falling,-2.0,-2.9,-1.2,New Haven County,7.0,8.0
New York,36025.0,477.1,453.1,502.2,338.0,stable,-0.6,-1.3,0.0,Delaware County,7.0,8.0
Massachusetts,25001.0,477.1,466.3,488.0,1854.0,falling,-1.5,-1.9,-1.1,Barnstable County,7.0,8.0
Ohio,39085.0,477.1,465.8,488.5,1471.0,stable,-1.6,-4.8,1.7,Lake County,6.0,10.0
Montana,30043.0,477.0,425.9,533.2,77.0,stable,-0.4,-17.8,20.6,Jefferson County,6.0,10.0
Nebraska,31079.0,476.9,453.4,501.2,323.0,stable,-1.8,-10.0,7.2,Hall County,6.0,10.0
Iowa,19169.0,476.9,455.3,499.2,386.0,stable,0.2,-0.2,0.5,Story County,7.0,8.0
Pennsylvania,42033.0,476.7,458.4,495.7,537.0,stable,1.9,-2.3,6.2,Clearfield County,6.0,10.0
Louisiana,22033.0,476.6,467.5,485.9,2182.0,stable,-0.4,-0.9,0.0,East Baton Rouge Parish,7.0,8.0
Oklahoma,40019.0,476.6,451.3,502.9,278.0,stable,-1.3,-6.7,4.3,Carter County,6.0,10.0
Tennessee,47171.0,476.5,438.6,517.2,129.0,stable,-4.6,-18.3,11.2,Unicoi County,6.0,10.0
Virginia,51175.0,476.5,437.9,517.9,122.0,stable,7.7,-5.6,22.9,Southampton County,6.0,10.0
Iowa,19075.0,476.5,430.7,526.3,85.0,stable,0.4,-0.4,1.1,Grundy County,7.0,8.0
Indiana,18029.0,476.5,451.7,502.3,295.0,stable,-1.6,-11.7,9.7,Dearborn County,6.0,10.0
Tennessee,47147.0,476.5,454.3,499.5,365.0,stable,-1.2,-5.3,3.0,Robertson County,6.0,10.0
Illinois,17073.0,476.5,452.8,501.1,326.0,stable,1.7,-0.4,3.7,Henry County,6.0,10.0
Georgia,13063.0,476.5,462.6,490.6,1044.0,stable,0.2,0.0,0.5,Clayton County,7.0,8.0
Ohio,39023.0,476.4,461.7,491.6,845.0,stable,0.6,-1.0,2.3,Clark County,6.0,10.0
Missouri,29227.0,476.4,367.0,612.1,15.0,stable,7.3,-25.3,54.0,Worth County,6.0,10.0
Florida,12033.0,476.4,466.2,486.8,1748.0,stable,-0.3,-2.0,1.4,Escambia County,6.0,10.0
Maryland,24043.0,476.4,462.1,491.1,868.0,stable,0.1,-5.3,5.7,Washington County,6.0,10.0
Tennessee,47029.0,476.4,448.2,506.1,233.0,stable,0.1,-7.7,8.6,Cocke County,6.0,10.0
Wisconsin,55083.0,476.4,449.2,505.0,248.0,stable,-2.2,-8.7,4.7,Oconto County,6.0,10.0
Ohio,39089.0,476.3,462.7,490.3,970.0,stable,3.1,-3.6,10.3,Licking County,6.0,10.0
Ohio,39035.0,476.3,471.4,481.2,7678.0,stable,-0.8,-2.3,0.7,Cuyahoga County,6.0,10.0
Washington,53029.0,476.2,457.6,495.4,569.0,falling,-1.3,-2.0,-0.6,Island County,7.0,8.0
Iowa,19141.0,476.2,432.1,524.0,97.0,stable,-0.2,-0.8,0.4,O'Brien County,7.0,8.0
Louisiana,22023.0,476.2,409.2,551.5,39.0,stable,-1.4,-2.8,0.0,Cameron Parish,7.0,8.0
Iowa,19071.0,476.2,416.2,543.3,52.0,stable,-0.4,-1.1,0.4,Fremont County,7.0,8.0
Virginia,51149.0,476.1,445.5,508.3,191.0,stable,-3.6,-14.7,8.9,Prince George County,6.0,10.0
Ohio,39047.0,476.1,444.1,509.8,173.0,stable,4.9,-0.6,10.7,Fayette County,6.0,10.0
North Carolina,37023.0,476.0,458.2,494.3,574.0,stable,-1.9,-10.0,7.0,Burke County,6.0,10.0
Illinois,17201.0,475.9,465.5,486.5,1668.0,stable,-0.5,-2.7,1.8,Winnebago County,6.0,10.0
Kentucky,21015.0,475.9,458.5,493.8,603.0,falling,-0.5,-0.9,-0.1,Boone County,7.0,8.0
Missouri,29073.0,475.9,433.9,521.2,106.0,stable,-1.4,-12.6,11.3,Gasconade County,6.0,10.0
Missouri,29510.0,475.7,464.9,486.6,1572.0,stable,-2.8,-6.1,0.6,St. Louis City,6.0,10.0
Massachusetts,25023.0,475.6,467.9,483.5,3047.0,falling,-2.5,-3.6,-1.4,Plymouth County,7.0,8.0
Maine,23013.0,475.6,450.2,502.3,296.0,stable,3.1,-1.1,7.4,Knox County,6.0,10.0
Iowa,19055.0,475.6,434.9,519.4,109.0,stable,0.4,-0.2,0.9,Delaware County,7.0,8.0
Alabama,1123.0,475.6,449.5,503.0,271.0,stable,-0.1,-3.5,3.3,Tallapoosa County,6.0,10.0
Vermont,50021.0,475.5,454.0,497.9,408.0,stable,-1.2,-3.0,0.7,Rutland County,6.0,10.0
Ohio,39015.0,475.5,449.8,502.3,269.0,stable,-2.1,-4.8,0.7,Brown County,6.0,10.0
Illinois,17163.0,475.5,464.3,486.8,1439.0,stable,0.3,-4.0,4.7,St. Clair County,6.0,10.0
Wisconsin,55043.0,475.5,450.6,501.4,294.0,stable,1.5,-7.1,10.8,Grant County,6.0,10.0
Georgia,13205.0,475.5,438.6,514.7,127.0,falling,-1.1,-2.1,-0.2,Mitchell County,7.0,8.0
Ohio,39003.0,475.5,458.1,493.3,606.0,stable,1.3,-2.4,5.1,Allen County,6.0,10.0
Texas,48487.0,475.4,427.3,527.7,77.0,stable,0.3,-8.1,9.5,Wilbarger County,6.0,10.0
Texas,48119.0,475.4,406.4,554.1,36.0,stable,3.7,-14.1,25.3,Delta County,6.0,10.0
Illinois,17033.0,475.4,437.8,515.5,124.0,stable,0.8,-3.8,5.6,Crawford County,6.0,10.0
New York,36027.0,475.3,465.2,485.6,1756.0,falling,-0.6,-0.9,-0.3,Dutchess County,7.0,8.0
Pennsylvania,42049.0,475.2,464.6,486.0,1625.0,stable,0.2,-3.7,4.3,Erie County,6.0,10.0
South Carolina,45059.0,475.2,454.1,497.0,406.0,stable,1.1,-4.1,6.6,Laurens County,6.0,10.0
Illinois,17173.0,475.1,440.6,512.0,153.0,stable,-2.5,-8.0,3.3,Shelby County,6.0,10.0
Missouri,29097.0,475.1,458.3,492.3,626.0,stable,-1.2,-7.6,5.7,Jasper County,6.0,10.0
North Carolina,37025.0,475.0,461.4,489.0,953.0,stable,-0.2,-3.2,2.9,Cabarrus County,6.0,10.0
Georgia,13097.0,474.9,457.6,492.7,625.0,stable,-0.5,-1.1,0.2,Douglas County,7.0,8.0
Michigan,26079.0,474.9,435.3,517.4,116.0,stable,-1.4,-7.2,4.7,Kalkaska County,6.0,10.0
Indiana,18059.0,474.8,453.7,496.7,400.0,stable,-1.1,-6.3,4.5,Hancock County,6.0,10.0
Maryland,24029.0,474.8,438.8,513.4,153.0,stable,0.8,-4.9,6.9,Kent County,6.0,10.0
West Virginia,54107.0,474.7,456.6,493.4,553.0,stable,1.3,-4.5,7.4,Wood County,6.0,10.0
Ohio,39143.0,474.7,452.6,497.6,368.0,stable,3.7,-1.8,9.6,Sandusky County,6.0,10.0
North Dakota,38021.0,474.6,403.2,556.2,35.0,stable,0.0,-18.0,22.0,Dickey County,6.0,10.0
Ohio,39103.0,474.6,461.3,488.1,1022.0,stable,0.5,-0.5,1.5,Medina County,6.0,10.0
Iowa,19183.0,474.5,438.3,513.1,137.0,stable,0.5,0.0,1.0,Washington County,7.0,8.0
North Carolina,37139.0,474.5,446.4,504.0,223.0,rising,5.2,3.0,7.5,Pasquotank County,6.0,10.0
Pennsylvania,42075.0,474.5,459.9,489.5,855.0,stable,0.6,-2.9,4.3,Lebanon County,6.0,10.0
North Carolina,37167.0,474.4,452.6,497.2,373.0,stable,2.7,-9.3,16.2,Stanly County,6.0,10.0
Nebraska,31025.0,474.3,440.0,510.8,152.0,stable,-2.9,-5.8,0.1,Cass County,6.0,10.0
South Carolina,45083.0,474.3,463.9,484.9,1643.0,stable,0.1,-4.6,5.0,Spartanburg County,6.0,10.0
Ohio,39021.0,474.3,446.8,503.2,234.0,stable,3.2,-3.7,10.6,Champaign County,6.0,10.0
Missouri,29107.0,474.3,445.0,505.2,206.0,stable,-1.3,-6.4,4.1,Lafayette County,6.0,10.0
Wisconsin,55029.0,474.3,444.5,505.9,228.0,stable,-0.4,-7.3,7.1,Door County,6.0,10.0
Illinois,17195.0,474.2,452.2,497.2,373.0,stable,-0.9,-7.0,5.6,Whiteside County,6.0,10.0
Nebraska,31021.0,474.2,414.7,541.2,51.0,stable,1.9,-11.8,17.7,Burt County,6.0,10.0
Ohio,39129.0,474.2,450.6,498.7,313.0,stable,2.6,-2.0,7.4,Pickaway County,6.0,10.0
Maine,23001.0,474.2,457.4,491.4,634.0,stable,2.0,-2.8,7.0,Androscoggin County,6.0,10.0
North Carolina,37057.0,474.1,460.7,487.9,989.0,stable,-2.5,-6.9,2.1,Davidson County,6.0,10.0
Arkansas,5031.0,474.1,455.4,493.4,498.0,stable,3.8,-3.2,11.2,Craighead County,6.0,10.0
Connecticut,9011.0,474.0,463.4,484.8,1620.0,falling,-0.9,-1.4,-0.5,New London County,7.0,8.0
Alabama,1115.0,474.0,454.9,493.8,486.0,stable,-0.1,-3.1,3.1,St. Clair County,6.0,10.0
New Hampshire,33011.0,474.0,465.0,483.1,2246.0,stable,-1.5,-4.2,1.2,Hillsborough County,6.0,10.0
Pennsylvania,42105.0,473.9,435.7,514.9,126.0,stable,-3.9,-14.9,8.5,Potter County,6.0,10.0
Mississippi,28017.0,473.9,432.7,518.2,101.0,stable,-0.1,-9.1,9.7,Chickasaw County,6.0,10.0
North Carolina,37191.0,473.9,457.8,490.4,681.0,stable,-1.0,-4.7,2.7,Wayne County,6.0,10.0
Iowa,19015.0,473.7,440.8,508.7,164.0,stable,-0.1,-0.7,0.5,Boone County,7.0,8.0
Tennessee,47141.0,473.7,453.1,495.1,415.0,stable,0.9,-5.4,7.5,Putnam County,6.0,10.0
Ohio,39135.0,473.7,447.2,501.5,254.0,stable,0.3,-10.3,12.1,Preble County,6.0,10.0
Illinois,17175.0,473.7,405.2,551.4,38.0,stable,-7.9,-26.0,14.8,Stark County,6.0,10.0
Georgia,13169.0,473.7,440.6,508.6,161.0,stable,1.1,-0.2,2.4,Jones County,7.0,8.0
Iowa,19081.0,473.7,425.6,526.2,79.0,stable,0.6,-0.2,1.5,Hancock County,7.0,8.0
Georgia,13033.0,473.6,435.5,514.3,122.0,stable,0.2,-0.7,1.2,Burke County,7.0,8.0
North Carolina,37125.0,473.5,456.6,490.8,675.0,stable,-4.5,-17.3,10.2,Moore County,6.0,10.0
Wisconsin,55117.0,473.4,457.3,490.0,685.0,stable,0.5,-0.5,1.6,Sheboygan County,6.0,10.0
Texas,48099.0,473.4,448.6,499.1,288.0,stable,1.2,-8.1,11.4,Coryell County,6.0,10.0
Ohio,39133.0,473.4,459.1,488.0,882.0,rising,1.9,1.1,2.6,Portage County,6.0,10.0
Illinois,17191.0,473.3,433.8,515.8,114.0,stable,0.6,-7.8,9.7,Wayne County,6.0,10.0
South Dakota,46043.0,473.3,374.7,591.4,20.0,stable,7.0,-24.9,52.4,Douglas County,6.0,10.0
Missouri,29189.0,473.2,467.7,478.8,5987.0,stable,-0.9,-2.6,0.9,St. Louis County,6.0,10.0
West Virginia,54053.0,473.1,441.4,506.6,179.0,stable,3.8,-8.6,17.8,Mason County,6.0,10.0
Illinois,17075.0,473.0,442.5,505.2,195.0,stable,2.0,-7.3,12.2,Iroquois County,6.0,10.0
Kentucky,21175.0,472.9,425.1,524.9,75.0,stable,1.7,0.0,3.3,Morgan County,7.0,8.0
South Dakota,46029.0,472.9,440.0,507.6,161.0,stable,-2.3,-11.4,7.7,Codington County,6.0,10.0
Mississippi,28087.0,472.9,449.5,497.1,321.0,stable,0.0,-8.7,9.4,Lowndes County,6.0,10.0
Wisconsin,55113.0,472.8,434.0,514.6,126.0,stable,1.1,-3.9,6.3,Sawyer County,6.0,10.0
Michigan,26045.0,472.7,455.9,490.0,643.0,stable,0.5,-6.4,7.9,Eaton County,6.0,10.0
North Carolina,37055.0,472.7,444.6,502.3,234.0,stable,4.8,-6.3,17.3,Dare County,6.0,10.0
New York,36031.0,472.6,446.8,499.8,272.0,falling,-0.7,-1.4,-0.1,Essex County,7.0,8.0
South Carolina,45021.0,472.6,449.1,497.0,318.0,stable,-2.9,-6.2,0.5,Cherokee County,6.0,10.0
West Virginia,54047.0,472.5,435.7,511.8,134.0,stable,-4.3,-14.4,7.0,McDowell County,6.0,10.0
Washington,53057.0,472.5,457.1,488.3,762.0,stable,-1.8,-3.8,0.2,Skagit County,7.0,8.0
Indiana,18043.0,472.5,451.8,493.9,417.0,stable,-0.7,-10.7,10.4,Floyd County,6.0,10.0
Nebraska,31065.0,472.5,401.1,554.5,36.0,stable,4.3,-12.1,23.8,Furnas County,6.0,10.0
Arkansas,5005.0,472.4,448.4,497.6,361.0,stable,0.6,-3.6,5.0,Baxter County,6.0,10.0
Virginia,51580.0,472.4,405.4,548.3,38.0,stable,5.2,-5.2,16.7,Covington City,6.0,10.0
Nebraska,31055.0,472.3,464.0,480.8,2547.0,stable,-0.9,-3.3,1.6,Douglas County,6.0,10.0
Washington,53073.0,472.3,459.8,485.1,1156.0,stable,1.7,-1.7,5.2,Whatcom County,7.0,8.0
South Carolina,45007.0,472.3,459.8,485.0,1148.0,stable,-1.3,-6.8,4.6,Anderson County,6.0,10.0
Alabama,1025.0,472.1,438.5,507.7,155.0,stable,1.0,-1.6,3.7,Clarke County,6.0,10.0
Alabama,1083.0,472.1,453.1,491.7,484.0,stable,0.2,-4.8,5.4,Limestone County,6.0,10.0
Georgia,13155.0,472.0,417.1,532.5,55.0,stable,0.2,-1.3,1.7,Irwin County,7.0,8.0
New York,36107.0,471.9,448.1,496.8,316.0,stable,-0.7,-1.5,0.2,Tioga County,7.0,8.0
Pennsylvania,42043.0,471.9,461.2,482.8,1561.0,stable,0.0,-2.2,2.3,Dauphin County,6.0,10.0
Texas,48073.0,471.8,447.3,497.2,292.0,stable,0.5,-4.4,5.7,Cherokee County,6.0,10.0
Indiana,18063.0,471.8,456.5,487.4,760.0,rising,1.5,0.4,2.7,Hendricks County,6.0,10.0
Michigan,26047.0,471.7,443.1,501.8,224.0,stable,1.1,-7.7,10.8,Emmet County,6.0,10.0
Ohio,39105.0,471.6,437.0,508.5,147.0,stable,4.4,-1.9,11.1,Meigs County,6.0,10.0
North Dakota,38057.0,471.5,415.2,534.0,56.0,stable,2.9,-19.6,31.6,Mercer County,6.0,10.0
Georgia,13067.0,471.5,464.0,479.1,3280.0,falling,-0.3,-0.4,-0.1,Cobb County,7.0,8.0
Montana,30089.0,471.5,424.2,523.4,94.0,stable,1.4,-6.7,10.2,Sanders County,6.0,10.0
Tennessee,47129.0,471.5,434.9,510.5,130.0,stable,1.3,-3.1,5.9,Morgan County,6.0,10.0
California,6021.0,471.4,437.8,507.1,151.0,stable,-0.5,-1.4,0.4,Glenn County,7.0,8.0
Wisconsin,55067.0,471.3,435.2,510.1,142.0,stable,-0.6,-4.0,2.8,Langlade County,6.0,10.0
