State, FIPS,Cases_Per100000,Cases_Per100000_LCI,Cases_Per100000_UCI,Average Annual Count,Recent Trend,Trend_in_5_year,Trend_LCI,Trend_UCI,Counties,SEER,NPCR
Virginia,51103.0,402.5,360.1,449.8,94.0,stable,1.1,-7.8,10.9,Lancaster County,6.0,10.0
Nebraska,31003.0,402.5,345.3,467.5,40.0,stable,-0.2,-9.3,9.7,Antelope County,6.0,10.0
Montana,30101.0,402.4,333.1,482.7,25.0,stable,-16.5,-36.5,9.6,Toole County,6.0,10.0
Georgia,13283.0,402.4,342.1,470.7,34.0,stable,0.5,-1.0,2.1,Treutlen County,7.0,8.0
Ohio,39171.0,402.3,376.9,429.2,197.0,stable,1.4,-2.9,5.9,Williams County,6.0,10.0
Wisconsin,55053.0,402.3,368.3,438.8,109.0,stable,-2.2,-16.6,14.6,Jackson County,6.0,10.0
Washington,53055.0,402.2,366.5,441.3,124.0,falling,-1.3,-2.4,-0.2,San Juan County,7.0,8.0
Wisconsin,55033.0,402.0,376.3,429.0,194.0,stable,-2.5,-12.9,9.1,Dunn County,6.0,10.0
Idaho,16049.0,401.9,366.0,440.9,109.0,stable,-0.3,-1.4,0.9,Idaho County,7.0,8.0
Georgia,13295.0,401.5,382.5,421.2,354.0,falling,-1.6,-3.0,-0.2,Walker County,7.0,8.0
Texas,48329.0,401.5,386.7,416.7,583.0,falling,-5.5,-10.0,-0.8,Midland County,6.0,10.0
Michigan,26001.0,401.2,357.7,450.2,90.0,stable,-0.8,-12.6,12.5,Alcona County,6.0,10.0
New Mexico,35029.0,401.1,370.1,434.3,135.0,stable,0.2,-0.4,0.9,Luna County,7.0,8.0
Georgia,13073.0,401.1,386.1,416.5,575.0,falling,-1.0,-1.6,-0.4,Columbia County,7.0,8.0
Colorado,8017.0,401.1,291.6,540.6,10.0,stable,-8.8,-36.4,30.8,Cheyenne County,6.0,10.0
Michigan,26149.0,400.9,380.4,422.4,301.0,stable,1.0,-5.1,7.6,St. Joseph County,6.0,10.0
Michigan,26025.0,400.9,387.1,415.1,671.0,stable,3.0,-3.4,9.7,Calhoun County,6.0,10.0
Virginia,51079.0,400.8,363.9,440.7,92.0,stable,-1.5,-5.2,2.4,Greene County,6.0,10.0
Texas,48035.0,400.8,366.4,438.0,114.0,stable,2.5,-6.9,12.8,Bosque County,6.0,10.0
Texas,48167.0,400.7,391.0,410.6,1377.0,falling,-3.2,-5.5,-0.8,Galveston County,6.0,10.0
Virginia,51683.0,400.7,369.1,434.1,136.0,stable,2.2,-12.2,19.0,Manassas City,6.0,10.0
North Carolina,37075.0,400.6,350.8,456.2,52.0,stable,-3.0,-25.1,25.4,Graham County,6.0,10.0
Missouri,29135.0,400.4,359.5,444.8,72.0,stable,-3.4,-6.8,0.2,Moniteau County,6.0,10.0
Oregon,41057.0,400.4,371.5,431.2,166.0,stable,-3.3,-9.7,3.5,Tillamook County,6.0,10.0
Texas,48201.0,400.1,397.2,403.1,15446.0,falling,-3.6,-5.7,-1.4,Harris County,6.0,10.0
Texas,48245.0,399.9,389.3,410.7,1121.0,falling,-1.5,-2.6,-0.3,Jefferson County,6.0,10.0
Tennessee,47127.0,399.8,341.8,466.1,37.0,stable,-0.6,-23.6,29.4,Moore County,6.0,10.0
Alabama,1065.0,399.7,359.8,443.0,80.0,stable,-3.4,-14.8,9.5,Hale County,6.0,10.0
California,6069.0,399.6,376.4,423.9,234.0,stable,-0.7,-1.6,0.3,San Benito County,7.0,8.0
Colorado,8069.0,399.5,390.0,409.2,1416.0,stable,0.4,-2.9,3.8,Larimer County,6.0,10.0
South Carolina,45037.0,399.5,369.3,431.8,138.0,stable,1.2,-9.1,12.6,Edgefield County,6.0,10.0
Michigan,26093.0,399.5,387.3,412.0,888.0,stable,-3.6,-9.5,2.7,Livingston County,6.0,10.0
Wisconsin,55137.0,399.4,370.3,430.6,154.0,stable,1.3,-9.7,13.5,Waushara County,6.0,10.0
Oklahoma,40029.0,399.3,338.0,469.4,32.0,falling,-5.0,-9.2,-0.6,Coal County,6.0,10.0
Arizona,4009.0,399.2,370.8,429.3,149.0,stable,1.9,-2.9,7.0,Graham County,6.0,10.0
Missouri,29005.0,399.2,336.4,471.6,33.0,stable,-6.1,-16.0,4.9,Atchison County,6.0,10.0
North Carolina,37091.0,399.2,367.9,432.6,130.0,stable,-5.2,-15.2,6.0,Hertford County,6.0,10.0
Mississippi,28041.0,399.0,354.4,447.7,60.0,stable,7.1,-3.9,19.3,Greene County,6.0,10.0
Nebraska,31145.0,398.8,354.3,447.9,63.0,stable,1.1,-8.8,12.1,Red Willow County,6.0,10.0
Missouri,29215.0,398.8,369.1,430.4,144.0,stable,-0.6,-7.0,6.1,Texas County,6.0,10.0
South Dakota,46017.0,398.6,269.0,569.1,6.0,stable,8.1,-25.7,57.3,Buffalo County,6.0,10.0
Idaho,16073.0,398.4,350.7,451.1,53.0,falling,-2.3,-4.2,-0.4,Owyhee County,7.0,8.0
Texas,48365.0,398.4,366.4,432.7,122.0,stable,0.6,-12.0,15.1,Panola County,6.0,10.0
Texas,48235.0,397.7,282.4,548.6,9.0,stable,19.9,-30.0,105.4,Irion County,6.0,10.0
Arizona,4025.0,397.6,387.9,407.6,1578.0,stable,0.4,-7.1,8.6,Yavapai County,6.0,10.0
Wisconsin,55047.0,397.6,363.4,434.4,110.0,stable,-1.5,-10.8,8.7,Green Lake County,6.0,10.0
Utah,49019.0,397.5,346.5,454.3,47.0,stable,-0.4,-1.6,0.8,Grand County,7.0,8.0
Florida,12131.0,397.5,377.9,418.0,333.0,stable,-0.1,-7.2,7.6,Walton County,6.0,10.0
California,6029.0,396.9,390.5,403.4,3024.0,falling,-1.0,-1.4,-0.7,Kern County,7.0,8.0
Michigan,26053.0,396.9,360.7,436.3,100.0,stable,-0.6,-16.9,18.9,Gogebic County,6.0,10.0
North Carolina,37099.0,396.8,372.0,422.9,209.0,stable,-3.8,-8.0,0.7,Jackson County,6.0,10.0
Mississippi,28069.0,396.6,348.9,449.5,53.0,stable,2.4,-8.7,14.8,Kemper County,6.0,10.0
Nevada,32001.0,396.6,365.0,430.4,123.0,stable,-3.6,-14.0,8.0,Churchill County,6.0,10.0
Nebraska,31107.0,396.6,346.3,452.9,53.0,stable,5.0,-4.6,15.7,Knox County,6.0,10.0
Mississippi,28019.0,396.3,346.3,452.3,48.0,stable,2.0,-10.9,16.6,Choctaw County,6.0,10.0
Texas,48017.0,396.3,334.0,466.8,30.0,stable,-5.5,-26.7,21.9,Bailey County,6.0,10.0
Texas,48425.0,396.2,344.6,453.9,45.0,stable,0.0,-18.8,23.1,Somervell County,6.0,10.0
Texas,48339.0,396.1,388.3,404.0,2099.0,falling,-4.0,-5.5,-2.5,Montgomery County,6.0,10.0
Montana,30015.0,396.0,334.7,466.4,32.0,stable,-4.9,-13.9,5.0,Chouteau County,6.0,10.0
California,6019.0,396.0,390.0,401.9,3541.0,falling,-1.7,-2.4,-1.0,Fresno County,7.0,8.0
California,6039.0,395.9,381.8,410.4,617.0,stable,-0.7,-1.3,0.0,Madera County,7.0,8.0
Mississippi,28039.0,395.9,361.0,433.2,101.0,stable,-1.7,-12.8,10.8,George County,6.0,10.0
Texas,48263.0,395.8,245.8,620.3,5.0,stable,-5.7,-37.1,41.4,Kent County,6.0,10.0
Texas,48143.0,395.8,368.7,424.5,165.0,stable,3.0,-1.6,7.8,Erath County,6.0,10.0
South Dakota,46121.0,395.8,325.4,475.7,25.0,stable,0.3,-15.1,18.4,Todd County,6.0,10.0
Nevada,32021.0,395.5,328.0,474.8,29.0,stable,-6.3,-23.7,15.0,Mineral County,6.0,10.0
Oklahoma,40061.0,395.5,353.1,442.0,68.0,stable,2.5,-10.2,16.9,Haskell County,6.0,10.0
Alabama,1049.0,395.5,376.5,415.2,340.0,stable,0.3,-4.9,5.9,DeKalb County,6.0,10.0
North Dakota,38085.0,395.3,296.6,514.7,12.0,stable,-0.8,-31.6,44.1,Sioux County,6.0,10.0
Idaho,16043.0,395.2,350.5,444.1,60.0,stable,-0.7,-1.8,0.5,Fremont County,7.0,8.0
Michigan,26123.0,395.2,372.8,418.6,251.0,stable,-1.5,-7.5,4.9,Newaygo County,6.0,10.0
North Dakota,38091.0,395.1,298.1,519.0,12.0,stable,10.6,-17.9,49.1,Steele County,6.0,10.0
Arizona,4013.0,395.0,392.4,397.7,17319.0,stable,-1.1,-2.9,0.7,Maricopa County,6.0,10.0
Iowa,19197.0,395.0,353.4,440.7,76.0,stable,-0.7,-1.4,0.0,Wright County,7.0,8.0
North Dakota,38027.0,394.9,305.6,506.5,15.0,stable,-5.5,-42.0,54.1,Eddy County,6.0,10.0
Colorado,8014.0,394.8,372.9,417.6,254.0,stable,-1.7,-5.0,1.6,Broomfield County,6.0,10.0
Idaho,16067.0,394.5,358.4,433.3,93.0,falling,-1.0,-1.8,-0.1,Minidoka County,7.0,8.0
West Virginia,54031.0,394.5,354.6,437.9,77.0,stable,-0.6,-13.5,14.1,Hardy County,6.0,10.0
Texas,48475.0,394.4,345.3,448.6,48.0,stable,6.6,-9.4,25.4,Ward County,6.0,10.0
Colorado,8035.0,394.2,383.3,405.3,1144.0,stable,-1.1,-3.0,0.9,Douglas County,6.0,10.0
California,6053.0,394.0,385.4,402.7,1679.0,falling,-0.8,-1.2,-0.3,Monterey County,7.0,8.0
Oklahoma,40069.0,393.8,348.0,444.4,56.0,stable,-3.1,-13.9,9.0,Johnston County,6.0,10.0
New Mexico,35051.0,393.7,355.6,436.2,98.0,stable,-0.4,-1.1,0.3,Sierra County,7.0,8.0
Texas,48419.0,393.7,362.7,426.6,124.0,stable,-0.2,-11.7,12.7,Shelby County,6.0,10.0
Texas,48141.0,393.6,387.3,400.0,3044.0,stable,-0.6,-2.6,1.4,El Paso County,6.0,10.0
North Carolina,37079.0,393.5,359.2,430.5,101.0,stable,1.7,-17.7,25.8,Greene County,6.0,10.0
Oklahoma,40077.0,393.3,347.3,444.1,58.0,stable,8.6,-2.7,21.3,Latimer County,6.0,10.0
North Carolina,37149.0,393.2,361.8,427.2,142.0,stable,-3.3,-10.9,4.9,Polk County,6.0,10.0
Nebraska,31077.0,393.2,299.3,509.9,16.0,stable,-9.4,-23.9,7.9,Greeley County,6.0,10.0
North Dakota,38039.0,393.2,296.1,516.1,15.0,stable,3.5,-35.9,67.2,Griggs County,6.0,10.0
Utah,49057.0,393.0,381.3,405.0,882.0,stable,-1.8,-3.6,0.0,Weber County,7.0,8.0
California,6101.0,392.9,375.9,410.5,413.0,falling,-0.8,-1.4,-0.2,Sutter County,7.0,8.0
Texas,48253.0,392.9,357.1,431.4,90.0,stable,3.8,-6.7,15.5,Jones County,6.0,10.0
Utah,49047.0,392.8,361.0,426.7,117.0,stable,0.1,-0.5,0.6,Uintah County,7.0,8.0
California,6001.0,392.8,388.5,397.1,6703.0,falling,-1.8,-2.4,-1.3,Alameda County,7.0,8.0
Texas,48003.0,392.6,348.4,440.6,59.0,stable,-10.6,-20.1,0.0,Andrews County,6.0,10.0
New Mexico,35061.0,392.5,373.9,411.9,354.0,falling,-0.7,-1.1,-0.4,Valencia County,7.0,8.0
Georgia,13191.0,392.5,353.7,434.9,87.0,falling,-2.0,-3.0,-1.0,McIntosh County,7.0,8.0
Michigan,26115.0,392.3,379.3,405.6,740.0,stable,4.4,-10.1,21.2,Monroe County,6.0,10.0
Alaska,2090.0,391.9,370.9,413.8,316.0,stable,-0.8,-3.2,1.6,Fairbanks North Star,6.0,10.0
Nebraska,31049.0,391.9,295.5,515.7,13.0,stable,-1.0,-27.8,35.8,Deuel County,6.0,10.0
Oregon,41027.0,391.8,357.4,428.7,100.0,stable,0.3,-6.3,7.4,Hood River County,6.0,10.0
Virginia,51051.0,391.8,353.5,433.5,83.0,stable,-1.7,-15.2,13.8,Dickenson County,6.0,10.0
Colorado,8091.0,391.7,321.3,475.4,29.0,stable,-3.7,-25.1,23.9,Ouray County,6.0,10.0
Georgia,13091.0,391.6,358.0,427.6,104.0,stable,-1.0,-2.6,0.5,Dodge County,7.0,8.0
New Jersey,34017.0,391.6,384.6,398.6,2519.0,falling,-1.3,-1.7,-1.0,Hudson County,7.0,8.0
California,6047.0,391.5,380.1,403.2,914.0,falling,-1.1,-1.6,-0.7,Merced County,7.0,8.0
Tennessee,47103.0,391.4,365.2,419.2,177.0,stable,1.8,-7.0,11.3,Lincoln County,6.0,10.0
California,6025.0,391.2,378.0,404.9,670.0,stable,-0.5,-1.0,0.1,Imperial County,7.0,8.0
Texas,48015.0,391.2,362.7,421.5,151.0,stable,-0.7,-7.3,6.4,Austin County,6.0,10.0
Texas,48227.0,391.1,363.3,420.6,151.0,falling,-4.0,-7.4,-0.4,Howard County,6.0,10.0
Missouri,29087.0,391.0,323.7,469.7,27.0,stable,9.7,-21.0,52.3,Holt County,6.0,10.0
Indiana,18151.0,390.9,364.6,418.7,177.0,stable,-3.9,-16.3,10.4,Steuben County,6.0,10.0
Texas,48211.0,390.8,311.7,484.1,17.0,stable,-10.0,-27.0,11.1,Hemphill County,6.0,10.0
California,6011.0,390.7,354.1,430.0,88.0,stable,0.6,-1.3,2.5,Colusa County,7.0,8.0
Pennsylvania,42053.0,390.7,337.7,451.8,43.0,stable,0.8,-21.5,29.5,Forest County,6.0,10.0
New Mexico,35013.0,390.7,379.0,402.6,883.0,stable,0.4,-0.4,1.2,Dona Ana County,7.0,8.0
Texas,48449.0,390.6,360.9,422.0,132.0,stable,-4.0,-10.1,2.5,Titus County,6.0,10.0
South Dakota,46091.0,390.5,321.9,470.3,26.0,stable,-5.2,-33.6,35.3,Marshall County,6.0,10.0
California,6085.0,390.4,386.5,394.4,7646.0,falling,-1.9,-2.5,-1.3,Santa Clara County,7.0,8.0
Oklahoma,40153.0,390.3,354.8,428.3,91.0,stable,1.7,-15.5,22.2,Woodward County,6.0,10.0
Virginia,51143.0,390.1,371.4,409.6,357.0,stable,3.1,-7.6,15.0,Pittsylvania County,6.0,10.0
Colorado,8123.0,390.1,379.2,401.1,1040.0,stable,-1.1,-3.4,1.3,Weld County,6.0,10.0
New Mexico,35001.0,390.0,383.6,396.5,2957.0,falling,-0.8,-0.9,-0.6,Bernalillo County,7.0,8.0
Texas,48045.0,389.9,284.3,529.4,10.0,stable,9.8,-30.7,74.0,Briscoe County,6.0,10.0
Arkansas,5123.0,389.7,358.7,422.7,122.0,stable,2.2,-6.3,11.4,St. Francis County,6.0,10.0
Texas,48149.0,389.6,360.6,420.6,154.0,stable,-0.7,-7.5,6.6,Fayette County,6.0,10.0
Oregon,41003.0,389.5,371.1,408.6,368.0,falling,-7.5,-11.9,-3.0,Benton County,6.0,10.0
Utah,49027.0,389.5,343.6,439.9,56.0,stable,0.5,-0.2,1.1,Millard County,7.0,8.0
Florida,12065.0,389.3,350.7,431.6,82.0,stable,-1.3,-15.2,14.8,Jefferson County,6.0,10.0
Texas,48093.0,389.0,349.1,432.7,79.0,stable,1.8,-2.2,6.0,Comanche County,6.0,10.0
Virginia,51063.0,389.0,351.6,429.8,87.0,stable,0.8,-5.4,7.4,Floyd County,6.0,10.0
Texas,48055.0,388.9,362.4,416.9,166.0,stable,-1.5,-12.9,11.5,Caldwell County,6.0,10.0
Virginia,51077.0,388.9,353.2,427.8,96.0,stable,-0.4,-17.7,20.5,Grayson County,6.0,10.0
Texas,48069.0,388.9,331.6,453.4,34.0,stable,-8.6,-25.6,12.3,Castro County,6.0,10.0
Florida,12027.0,388.8,363.5,415.5,189.0,stable,-2.3,-9.3,5.3,DeSoto County,6.0,10.0
Georgia,13047.0,388.8,369.3,409.1,309.0,stable,-1.3,-3.2,0.7,Catoosa County,7.0,8.0
Texas,48347.0,388.8,367.4,411.1,259.0,stable,-3.0,-6.4,0.6,Nacogdoches County,6.0,10.0
Missouri,29197.0,388.6,318.7,470.4,23.0,stable,-2.6,-12.1,8.1,Schuyler County,6.0,10.0
Massachusetts,25011.0,388.6,370.6,407.3,393.0,falling,-1.6,-2.3,-0.8,Franklin County,7.0,8.0
Texas,48265.0,388.4,368.1,409.7,331.0,stable,0.3,-6.0,6.9,Kerr County,6.0,10.0
Washington,53051.0,388.4,348.0,432.9,82.0,stable,-9.2,-24.5,9.2,Pend Oreille County,6.0,10.0
South Dakota,46009.0,388.4,333.6,450.4,39.0,stable,2.2,-16.4,24.9,Bon Homme County,6.0,10.0
Texas,48383.0,388.3,297.9,496.8,13.0,stable,2.2,-35.5,61.7,Reagan County,6.0,10.0
Michigan,26061.0,388.2,361.0,417.1,163.0,stable,2.2,-9.9,15.8,Houghton County,6.0,10.0
South Carolina,45005.0,388.2,339.4,442.5,49.0,stable,0.7,-11.1,13.9,Allendale County,6.0,10.0
Texas,48091.0,388.1,374.0,402.7,617.0,falling,-4.9,-9.3,-0.2,Comal County,6.0,10.0
Ohio,39013.0,388.1,370.1,406.8,378.0,stable,6.5,-6.6,21.5,Belmont County,6.0,10.0
Texas,48029.0,388.1,383.9,392.3,6846.0,stable,-1.9,-5.6,2.0,Bexar County,6.0,10.0
California,6093.0,388.0,365.9,411.2,271.0,falling,-3.5,-5.4,-1.5,Siskiyou County,7.0,8.0
Alaska,2261.0,387.9,327.7,455.8,38.0,stable,0.5,-4.6,5.9,Valdez-Cordova Census Area,6.0,10.0
Wyoming,56037.0,387.8,359.9,417.3,162.0,stable,2.3,-3.9,8.8,Sweetwater County,6.0,10.0
Nebraska,31175.0,387.8,319.3,468.5,25.0,stable,4.5,-15.5,29.3,Valley County,6.0,10.0
Missouri,29209.0,387.7,363.0,413.9,227.0,stable,-3.9,-15.5,9.3,Stone County,6.0,10.0
Texas,48453.0,387.6,381.7,393.5,3703.0,stable,-0.4,-4.3,3.6,Travis County,6.0,10.0
South Dakota,46101.0,387.6,328.8,454.5,32.0,stable,-1.5,-15.5,14.7,Moody County,6.0,10.0
Colorado,8027.0,387.5,326.8,461.0,37.0,falling,-10.0,-16.4,-3.1,Custer County,6.0,10.0
Montana,30045.0,387.3,298.0,502.7,14.0,stable,-14.3,-29.0,3.5,Judith Basin County,6.0,10.0
Texas,48209.0,387.2,373.1,401.6,621.0,stable,-0.2,-2.0,1.7,Hays County,6.0,10.0
Oklahoma,40113.0,387.1,364.8,410.5,242.0,stable,-3.7,-22.0,18.9,Osage County,6.0,10.0
South Dakota,46135.0,387.1,354.9,421.5,114.0,stable,2.6,-10.1,17.0,Yankton County,6.0,10.0
Wyoming,56007.0,386.9,346.2,431.1,71.0,stable,2.3,-4.3,9.3,Carbon County,6.0,10.0
Virginia,51600.0,386.8,353.2,422.8,102.0,stable,-2.2,-8.9,5.0,Fairfax City,6.0,10.0
Virginia,51660.0,386.7,358.5,416.5,147.0,stable,-1.0,-6.9,5.1,Harrisonburg City,6.0,10.0
Oregon,41039.0,386.5,378.2,395.0,1785.0,stable,-2.4,-7.2,2.7,Lane County,6.0,10.0
Michigan,26111.0,386.4,369.5,403.9,413.0,stable,1.6,-5.4,9.0,Midland County,6.0,10.0
Nebraska,31031.0,386.3,327.4,453.9,34.0,stable,-9.1,-23.6,8.1,Cherry County,6.0,10.0
Arkansas,5057.0,386.3,353.5,421.4,108.0,stable,2.5,-1.4,6.5,Hempstead County,6.0,10.0
Idaho,16085.0,386.2,339.7,438.0,61.0,falling,-2.6,-4.2,-0.9,Valley County,7.0,8.0
Colorado,8075.0,385.9,352.5,421.7,103.0,stable,0.1,-5.5,6.1,Logan County,6.0,10.0
North Dakota,38105.0,385.8,353.2,420.6,110.0,stable,-2.6,-5.4,0.4,Williams County,6.0,10.0
Idaho,16029.0,385.6,326.7,452.5,32.0,stable,-0.3,-2.2,1.6,Caribou County,7.0,8.0
Utah,49049.0,385.4,376.2,394.8,1404.0,stable,0.1,-0.1,0.3,Utah County,7.0,8.0
Texas,48009.0,385.3,337.4,439.0,49.0,stable,0.5,-11.9,14.5,Archer County,6.0,10.0
Arizona,4019.0,385.3,380.3,390.3,4853.0,stable,-0.4,-3.3,2.6,Pima County,6.0,10.0
Texas,48087.0,385.2,297.4,491.8,14.0,stable,4.8,-19.7,36.6,Collingsworth County,6.0,10.0
Texas,48355.0,385.2,376.2,394.3,1460.0,stable,-0.4,-2.3,1.4,Nueces County,6.0,10.0
Utah,49003.0,385.1,360.8,410.6,191.0,falling,-0.6,-1.1,-0.1,Box Elder County,7.0,8.0
Texas,48477.0,385.0,359.7,411.8,187.0,stable,-0.3,-9.8,10.3,Washington County,6.0,10.0
Wyoming,56003.0,384.8,342.8,431.0,65.0,stable,-4.6,-15.2,7.3,Big Horn County,6.0,10.0
Wyoming,56043.0,384.2,332.8,441.9,44.0,stable,-3.3,-15.7,10.8,Washakie County,6.0,10.0
Texas,48047.0,384.0,327.1,448.5,35.0,stable,-10.9,-23.9,4.4,Brooks County,6.0,10.0
Washington,53077.0,383.7,372.7,394.9,956.0,stable,-0.8,-5.4,4.1,Yakima County,6.0,10.0
New Mexico,35053.0,383.6,346.1,424.2,82.0,stable,0.2,-0.3,0.8,Socorro County,7.0,8.0
Georgia,13043.0,383.5,337.3,434.7,53.0,stable,-0.5,-2.5,1.6,Candler County,7.0,8.0
Ohio,39067.0,383.5,347.0,423.3,88.0,stable,4.6,-13.2,26.1,Harrison County,6.0,10.0
Indiana,18123.0,383.1,348.7,420.1,96.0,stable,-4.9,-19.0,11.5,Perry County,6.0,10.0
South Dakota,46081.0,382.9,351.7,416.2,126.0,stable,-2.2,-10.6,7.0,Lawrence County,6.0,10.0
Nevada,32003.0,382.9,379.2,386.6,8443.0,stable,-2.7,-6.5,1.1,Clark County,6.0,10.0
Texas,48279.0,382.8,340.3,429.3,61.0,stable,-0.8,-9.3,8.6,Lamb County,6.0,10.0
Colorado,8013.0,382.6,372.9,392.6,1239.0,falling,-3.1,-6.1,-0.1,Boulder County,6.0,10.0
Texas,48075.0,382.5,322.3,450.9,30.0,stable,-2.0,-7.0,3.3,Childress County,6.0,10.0
Texas,48031.0,382.4,337.3,432.5,64.0,stable,2.5,-8.7,14.9,Blanco County,6.0,10.0
Colorado,8099.0,382.4,338.3,430.8,58.0,stable,-0.3,-11.5,12.3,Prowers County,6.0,10.0
Colorado,8029.0,382.3,355.5,410.9,178.0,stable,-1.3,-6.9,4.5,Delta County,6.0,10.0
California,6037.0,382.3,380.6,384.0,39457.0,falling,-1.5,-2.5,-0.4,Los Angeles County,7.0,8.0
Colorado,8103.0,382.2,321.0,452.2,29.0,stable,-4.6,-28.2,26.8,Rio Blanco County,6.0,10.0
Arkansas,5065.0,382.1,345.0,422.8,87.0,stable,-0.9,-3.2,1.3,Izard County,6.0,10.0
Missouri,29057.0,382.1,330.8,440.1,45.0,stable,-6.4,-27.5,20.7,Dade County,6.0,10.0
Michigan,26003.0,381.6,336.5,432.2,58.0,stable,1.9,-16.0,23.7,Alger County,6.0,10.0
Nebraska,31149.0,381.6,271.0,531.4,10.0,stable,-5.1,-34.8,37.9,Rock County,6.0,10.0
Colorado,8085.0,381.3,358.2,405.7,224.0,stable,1.1,-8.7,11.9,Montrose County,6.0,10.0
Michigan,26023.0,381.3,357.8,405.9,208.0,stable,3.1,-3.7,10.3,Branch County,6.0,10.0
Nebraska,31115.0,381.1,235.7,621.5,4.0,stable,15.2,-16.7,59.4,Loup County,6.0,10.0
Colorado,8087.0,380.7,350.5,412.8,122.0,stable,-1.3,-11.3,9.9,Morgan County,6.0,10.0
Texas,48445.0,380.6,336.2,429.4,55.0,stable,-4.4,-10.9,2.6,Terry County,6.0,10.0
Oklahoma,40129.0,380.6,302.7,473.3,18.0,stable,7.3,-16.4,37.6,Roger Mills County,6.0,10.0
Hawaii,15001.0,380.4,369.3,391.8,993.0,falling,-1.6,-2.1,-1.0,Hawaii County,7.0,8.0
Texas,48103.0,380.4,302.8,471.5,17.0,stable,-2.4,-15.1,12.1,Crane County,6.0,10.0
North Dakota,38047.0,380.1,280.9,508.0,12.0,stable,-6.5,-41.0,48.0,Logan County,6.0,10.0
Washington,53065.0,380.0,357.2,404.0,243.0,falling,-9.3,-17.4,-0.4,Stevens County,6.0,10.0
Wisconsin,55109.0,379.4,361.0,398.6,338.0,stable,-5.5,-13.2,3.0,St. Croix County,6.0,10.0
Maryland,24031.0,379.3,374.2,384.4,4414.0,stable,-1.6,-3.8,0.7,Montgomery County,6.0,10.0
Wyoming,56019.0,379.2,329.9,434.5,48.0,stable,4.4,-9.9,21.1,Johnson County,6.0,10.0
Texas,48219.0,379.2,345.5,415.3,96.0,stable,-1.4,-14.2,13.4,Hockley County,6.0,10.0
Missouri,29167.0,379.1,351.5,408.5,148.0,stable,-5.5,-12.9,2.6,Polk County,6.0,10.0
Texas,48465.0,379.1,355.0,404.3,189.0,stable,1.7,-5.0,8.9,Val Verde County,6.0,10.0
Oklahoma,40149.0,378.9,333.7,428.7,54.0,stable,4.2,-11.2,22.1,Washita County,6.0,10.0
Florida,12051.0,378.9,352.1,407.1,151.0,stable,-2.6,-7.7,2.9,Hendry County,6.0,10.0
Michigan,26073.0,378.8,356.8,401.8,234.0,stable,-5.1,-10.0,0.1,Isabella County,6.0,10.0
Texas,48171.0,378.5,350.1,408.8,170.0,stable,1.0,-1.6,3.7,Gillespie County,6.0,10.0
Alaska,2110.0,378.4,346.7,412.1,125.0,stable,-2.1,-12.6,9.6,Juneau Borough,6.0,10.0
California,6035.0,378.3,348.9,409.7,130.0,stable,0.7,-0.7,2.2,Lassen County,7.0,8.0
Texas,48061.0,378.3,369.7,387.0,1512.0,stable,-1.8,-4.3,0.8,Cameron County,6.0,10.0
Florida,12133.0,378.2,347.7,410.9,118.0,stable,5.0,-2.7,13.3,Washington County,6.0,10.0
Wyoming,56001.0,378.1,346.8,411.4,118.0,stable,0.8,-9.1,11.9,Albany County,6.0,10.0
Virginia,51173.0,378.1,352.3,405.4,172.0,stable,-4.5,-13.2,5.0,Smyth County,6.0,10.0
Oregon,41049.0,378.0,331.1,429.9,50.0,stable,-3.1,-21.4,19.5,Morrow County,6.0,10.0
New Mexico,35019.0,377.9,309.6,458.1,22.0,stable,-0.6,-1.7,0.5,Guadalupe County,7.0,8.0
Texas,48189.0,377.7,349.1,408.1,131.0,stable,0.8,-8.7,11.2,Hale County,6.0,10.0
Missouri,29063.0,377.7,334.7,425.0,57.0,stable,2.0,-9.7,15.3,DeKalb County,6.0,10.0
Texas,48463.0,377.6,346.5,410.7,115.0,stable,1.1,-4.9,7.5,Uvalde County,6.0,10.0
Texas,48489.0,377.5,341.5,416.2,82.0,stable,8.7,-8.0,28.4,Willacy County,6.0,10.0
North Dakota,38029.0,377.3,307.3,462.4,24.0,stable,3.7,-22.8,39.4,Emmons County,6.0,10.0
Texas,48473.0,377.1,351.2,404.4,168.0,stable,-3.5,-10.9,4.6,Waller County,6.0,10.0
Utah,49025.0,377.1,323.3,438.1,41.0,stable,-0.6,-1.4,0.3,Kane County,7.0,8.0
Texas,48299.0,376.9,345.3,411.1,154.0,stable,-3.5,-14.6,9.1,Llano County,6.0,10.0
Texas,48041.0,376.6,362.6,391.1,564.0,stable,-3.3,-7.1,0.7,Brazos County,6.0,10.0
Texas,48195.0,376.4,311.1,451.8,24.0,stable,14.5,-11.9,48.8,Hansford County,6.0,10.0
Oklahoma,40079.0,376.3,354.3,399.3,232.0,stable,7.6,-7.2,24.8,Le Flore County,6.0,10.0
Nevada,32007.0,376.3,350.5,403.4,176.0,stable,1.5,-10.4,14.9,Elko County,6.0,10.0
New Mexico,35015.0,375.8,354.2,398.3,238.0,falling,-0.9,-1.4,-0.4,Eddy County,7.0,8.0
Utah,49041.0,375.3,340.6,412.6,89.0,stable,0.1,-0.7,0.9,Sevier County,7.0,8.0
Oklahoma,40127.0,375.2,333.0,421.8,64.0,stable,12.1,-6.5,34.4,Pushmataha County,6.0,10.0
